Season,Team,Ranking,Other,GP,PPG,PPG Allow,PPG Diff,PTS OFF TO,PTS in Paint,SEC Chance PTS,FG%,FG% Allow,3FG%,3FG% Allow,FT%,FT% Allow,PPS,PTS/POSS
2000-01,New Jersey,23,"23

New Jersey
NJ",82,92.1,97.1,-,1375,0,0,.425,.455,.333,.360,.759,.746,1.15,-
2000-01,Charlotte,24,"24

Charlotte
CHA",82,91.9,89.8,-,1273,0,0,.431,.426,.346,.360,.745,.756,1.16,-
2000-01,Vancouver,25,"25

Vancouver
VAN",82,91.7,97.5,-,1231,0,0,.439,.463,.343,.362,.770,.732,1.15,-
2000-01,Atlanta,26,"26

Atlanta
ATL",82,91.0,96.2,-,1241,0,0,.431,.442,.357,.367,.759,.765,1.12,-
2000-01,Miami,27,"27

Miami
MIA",82,88.9,86.6,-,1363,0,0,.430,.431,.345,.331,.759,.737,1.16,-
2000-01,New York,28,"28

New York
NY",82,88.7,86.1,-,1228,0,0,.444,.417,.351,.352,.796,.733,1.17,-
2000-01,Chicago,29,"29

Chicago
CHI",82,87.6,96.7,-,1267,0,0,.424,.472,.346,.356,.739,.730,1.12,-
1999-00,Sacramento,1,"1

Sacramento
SAC",82,105.0,102.0,-,1562,0,0,.450,.452,.322,.353,.754,.751,1.18,-
1999-00,Detroit,2,"2

Detroit
DET",82,103.5,102.0,-,1507,0,0,.459,.465,.359,.371,.781,.746,1.28,-
1999-00,Dallas,3,"3

Dallas
DAL",82,101.4,102.0,-,1468,0,0,.453,.457,.391,.345,.804,.740,1.18,-
1999-00,Indiana,4,"4

Indiana
IND",82,101.3,96.7,-,1240,0,0,.459,.446,.392,.327,.811,.755,1.25,-
1999-00,Milwaukee,5,"5

Milwaukee
MIL",82,101.2,101.0,-,1463,0,0,.465,.457,.369,.391,.786,.752,1.22,-
1999-00,Los Angeles,6,"6

Los Angeles
LAL",82,100.8,92.3,-,1338,0,0,.459,.416,.329,.326,.696,.742,1.21,-
1999-00,Orlando,7,"7

Orlando
ORL",82,100.1,99.4,-,1646,0,0,.452,.445,.338,.338,.735,.745,1.17,-
1999-00,Houston,8,"8

Houston
HOU",82,99.5,100.3,-,1271,0,0,.450,.456,.358,.354,.733,.779,1.22,-
1999-00,Boston,9,"9

Boston
BOS",82,99.3,100.1,-,1521,0,0,.444,.470,.331,.361,.745,.753,1.18,-
1999-00,Seattle,10,"10

Seattle
SEA",82,99.1,98.1,-,1355,0,0,.447,.451,.339,.340,.695,.748,1.17,-
1999-00,Denver,11,"11

Denver
DEN",82,99.0,101.1,-,1284,0,0,.442,.450,.336,.354,.724,.751,1.17,-
1999-00,Phoenix,12,"12

Phoenix
PHX",82,98.9,93.7,-,1524,0,0,.457,.424,.368,.352,.759,.739,1.20,-
1999-00,Minnesota,13,"13

Minnesota
MIN",82,98.5,96.0,-,1328,0,0,.467,.445,.346,.356,.780,.752,1.17,-
1999-00,Charlotte,14,"14

Charlotte
CHA",82,98.4,95.8,-,1434,0,0,.449,.448,.339,.378,.758,.745,1.24,-
1999-00,New Jersey,15,"15

New Jersey
NJ",82,98.0,99.0,-,1555,0,0,.433,.464,.347,.363,.784,.747,1.17,-
1999-00,Portland,16,"16

Portland
POR",82,97.5,91.0,-,1257,0,0,.470,.431,.361,.330,.760,.716,1.24,-
1999-00,Toronto,17,"17

Toronto
TOR",82,97.2,97.3,-,1341,0,0,.433,.454,.363,.339,.765,.764,1.16,-
1999-00,Cleveland,18,"18

Cleveland
CLE",82,97.0,100.5,-,1441,0,0,.442,.443,.373,.342,.750,.776,1.18,-
1999-00,Washington,19,"19

Washington
WSH",82,96.6,99.9,-,1320,0,0,.451,.459,.376,.371,.743,.744,1.19,-
1999-00,Utah,20,"20

Utah
UTA",82,96.5,92.0,-,1371,0,0,.464,.446,.385,.354,.773,.746,1.24,-
1999-00,San Antonio,21,"21

San Antonio
SA",82,96.2,90.2,-,1259,0,0,.462,.425,.374,.343,.746,.739,1.23,-
1999-00,Golden State,22,"22

Golden State
GS",82,95.5,103.8,-,1404,0,0,.420,.467,.323,.367,.697,.754,1.10,-
1999-00,Philadelphia,23,"23

Philadelphia
PHI",82,94.8,93.4,-,1533,0,0,.442,.435,.323,.356,.708,.755,1.15,-
1999-00,Miami,24,"24

Miami
MIA",82,94.4,91.3,-,1248,0,0,.460,.422,.371,.361,.736,.748,1.20,-
1999-00,Atlanta,25,"25

Atlanta
ATL",82,94.3,99.7,-,1066,0,0,.441,.455,.317,.367,.743,.769,1.14,-
1999-00,Vancouver,26,"26

Vancouver
VAN",82,93.9,99.5,-,1325,0,0,.449,.474,.361,.333,.774,.769,1.20,-
1999-00,New York,27,"27

New York
NY",82,92.1,90.7,-,1218,0,0,.455,.424,.375,.338,.781,.747,1.19,-
1999-00,Los Angeles,28,"28

Los Angeles
LAC",82,92.0,103.5,-,1162,0,0,.426,.477,.339,.387,.746,.741,1.12,-
1999-00,Chicago,29,"29

Chicago
CHI",82,84.8,94.2,-,1211,0,0,.415,.456,.329,.341,.709,.741,1.12,-
1998-99,Sacramento,1,"1

Sacramento
SAC",50,100.2,100.6,-,890,0,0,.445,.446,.308,.336,.683,.712,1.16,-
1998-99,Los Angeles,2,"2

Los Angeles
LAL",50,99.0,96.0,-,734,0,0,.468,.441,.352,.332,.683,.709,1.26,-
1998-99,Phoenix,3,"3

Phoenix
PHX",50,95.6,93.3,-,879,0,0,.449,.450,.372,.360,.760,.694,1.19,-
1998-99,Seattle,4,"4

Seattle
SEA",50,94.9,95.9,-,785,0,0,.442,.457,.344,.345,.681,.722,1.19,-
1998-99,Portland,5,"5

Portland
POR",50,94.8,88.5,-,887,0,0,.442,.417,.364,.318,.743,.725,1.20,-
1998-99,Indiana,6,"6

Indiana
IND",50,94.7,90.9,-,699,0,0,.448,.434,.368,.325,.796,.756,1.22,-
1998-99,Houston,7,"7

Houston
HOU",50,94.2,91.9,-,724,0,0,.462,.434,.368,.357,.729,.734,1.24,-
1998-99,Denver,8,"8

Denver
DEN",50,93.5,100.1,-,710,0,0,.421,.469,.328,.370,.762,.745,1.17,-
1998-99,Utah,9,"9

Utah
UTA",50,93.3,86.8,-,805,0,0,.465,.413,.361,.321,.767,.721,1.29,-
1998-99,Boston,10,"10

Boston
BOS",50,93.0,94.9,-,918,0,0,.436,.443,.360,.312,.692,.742,1.12,-
1998-99,Charlotte,11,"11

Charlotte
CHA",50,92.9,93.0,-,849,0,0,.449,.434,.365,.333,.747,.734,1.25,-
1998-99,Minnesota,11,"11

Minnesota
MIN",50,92.9,92.6,-,869,0,0,.425,.439,.298,.326,.743,.718,1.07,-
1998-99,San Antonio,13,"13

San Antonio
SA",50,92.8,84.7,-,783,0,0,.456,.402,.330,.304,.698,.701,1.22,-
1998-99,Milwaukee,14,"14

Milwaukee
MIL",50,91.7,90.0,-,918,0,0,.459,.427,.373,.334,.733,.752,1.20,-
1998-99,Dallas,15,"15

Dallas
DAL",50,91.6,94.0,-,754,0,0,.434,.450,.339,.315,.728,.717,1.14,-
1998-99,New Jersey,16,"16

New Jersey
NJ",50,91.4,95.2,-,836,0,0,.406,.453,.331,.341,.769,.727,1.10,-
1998-99,Washington,17,"17

Washington
WSH",50,91.2,93.4,-,882,0,0,.445,.446,.309,.352,.705,.736,1.15,-
1998-99,Toronto,18,"18

Toronto
TOR",50,91.1,92.8,-,810,0,0,.421,.439,.341,.372,.760,.728,1.16,-
1998-99,Detroit,19,"19

Detroit
DET",50,90.4,86.9,-,865,0,0,.447,.436,.365,.346,.740,.715,1.22,-
1998-99,Los Angeles,19,"19

Los Angeles
LAC",50,90.4,99.2,-,835,0,0,.427,.474,.320,.354,.721,.746,1.13,-
1998-99,Philadelphia,21,"21

Philadelphia
PHI",50,89.7,87.6,-,994,0,0,.426,.423,.264,.337,.722,.731,1.15,-
1998-99,Orlando,22,"22

Orlando
ORL",50,89.5,86.9,-,945,0,0,.428,.443,.330,.345,.700,.707,1.13,-
1998-99,Miami,23,"23

Miami
MIA",50,89.0,84.0,-,770,0,0,.453,.411,.359,.348,.735,.737,1.25,-
1998-99,Vancouver,24,"24

Vancouver
VAN",50,88.9,97.5,-,796,0,0,.428,.463,.327,.351,.717,.729,1.16,-
1998-99,Golden State,25,"25

Golden State
GS",50,88.3,90.8,-,759,0,0,.415,.420,.287,.336,.676,.728,1.06,-
1998-99,New York,26,"26

New York
NY",50,86.4,85.4,-,771,0,0,.435,.403,.353,.353,.732,.733,1.17,-
1998-99,Cleveland,26,"26

Cleveland
CLE",50,86.4,88.2,-,872,0,0,.439,.436,.341,.350,.749,.743,1.21,-
1998-99,Atlanta,28,"28

Atlanta
ATL",50,86.3,83.4,-,701,0,0,.409,.413,.306,.300,.731,.729,1.15,-
1998-99,Chicago,29,"29

Chicago
CHI",50,81.9,91.4,-,792,0,0,.401,.455,.289,.340,.709,.733,1.07,-
1997-98,Los Angeles,1,"1

Los Angeles
LAL",82,105.5,97.8,-,1487,0,0,.481,.439,.351,.355,.679,.732,1.32,-
1997-98,Minnesota,2,"2

Minnesota
MIN",82,101.1,100.4,-,1409,0,0,.461,.448,.347,.358,.743,.742,1.21,-
1997-98,Utah,3,"3

Utah
UTA",82,101.0,94.4,-,1360,0,0,.490,.439,.372,.357,.773,.757,1.35,-
1997-98,Seattle,4,"4

Seattle
SEA",82,100.6,93.4,-,1628,0,0,.473,.446,.396,.324,.721,.724,1.28,-
1997-98,New Jersey,5,"5

New Jersey
NJ",82,99.6,98.1,-,1645,0,0,.441,.471,.331,.346,.744,.748,1.18,-
1997-98,Phoenix,5,"5

Phoenix
PHX",82,99.6,94.4,-,1528,0,0,.468,.442,.356,.361,.749,.732,1.22,-
1997-98,Houston,7,"7

Houston
HOU",82,98.8,99.5,-,1336,0,0,.452,.469,.343,.365,.771,.744,1.24,-
1997-98,Washington,8,"8

Washington
WSH",82,97.2,96.6,-,1504,0,0,.452,.455,.339,.356,.691,.747,1.17,-
1997-98,Chicago,9,"9

Chicago
CHI",82,96.7,89.6,-,1469,0,0,.451,.431,.323,.322,.743,.729,1.17,-
1997-98,Charlotte,10,"10

Charlotte
CHA",82,96.6,94.6,-,1406,0,0,.468,.464,.383,.347,.751,.731,1.25,-
1997-98,Vancouver,10,"10

Vancouver
VAN",82,96.6,103.9,-,1273,0,0,.458,.475,.362,.385,.739,.732,1.21,-
1997-98,Indiana,12,"12

Indiana
IND",82,96.0,89.9,-,1481,0,0,.469,.432,.390,.316,.764,.728,1.27,-
1997-98,Boston,13,"13

Boston
BOS",82,95.9,98.5,-,1839,0,0,.434,.479,.332,.318,.726,.745,1.13,-
1997-98,Atlanta,13,"13

Atlanta
ATL",82,95.9,92.3,-,1274,0,0,.455,.442,.332,.342,.756,.735,1.24,-
1997-98,Los Angeles,13,"13

Los Angeles
LAC",82,95.9,103.3,-,1283,0,0,.438,.474,.358,.362,.723,.734,1.18,-
1997-98,Miami,16,"16

Miami
MIA",82,95.0,90.0,-,1325,0,0,.450,.428,.355,.331,.739,.744,1.23,-
1997-98,Toronto,17,"17

Toronto
TOR",82,94.9,104.2,-,1465,0,0,.435,.479,.343,.383,.718,.700,1.14,-
1997-98,Milwaukee,18,"18

Milwaukee
MIL",82,94.5,96.4,-,1450,0,0,.456,.461,.354,.327,.767,.743,1.21,-
1997-98,Portland,19,"19

Portland
POR",82,94.3,92.9,-,1257,0,0,.451,.431,.309,.343,.737,.722,1.21,-
1997-98,Detroit,20,"20

Detroit
DET",82,94.2,92.6,-,1433,0,0,.449,.445,.312,.330,.745,.746,1.21,-
1997-98,Philadelphia,21,"21

Philadelphia
PHI",82,93.3,95.7,-,1421,0,0,.443,.451,.300,.344,.737,.730,1.19,-
1997-98,Sacramento,22,"22

Sacramento
SAC",82,93.1,98.7,-,1324,0,0,.442,.457,.351,.356,.687,.742,1.14,-
1997-98,Cleveland,23,"23

Cleveland
CLE",82,92.5,89.8,-,1595,0,0,.454,.433,.372,.344,.756,.755,1.22,-
1997-98,San Antonio,23,"23

San Antonio
SA",82,92.5,88.5,-,1090,0,0,.468,.411,.350,.328,.688,.740,1.23,-
1997-98,New York,25,"25

New York
NY",82,91.6,89.1,-,1416,0,0,.447,.428,.335,.317,.772,.750,1.17,-
1997-98,Dallas,26,"26

Dallas
DAL",82,91.4,97.5,-,1313,0,0,.427,.460,.357,.342,.753,.714,1.11,-
1997-98,Orlando,27,"27

Orlando
ORL",82,90.1,91.2,-,1309,0,0,.429,.454,.323,.324,.726,.736,1.14,-
1997-98,Denver,28,"28

Denver
DEN",82,89.0,100.8,-,1332,0,0,.417,.473,.323,.379,.772,.754,1.14,-
1997-98,Golden State,29,"29

Golden State
GS",82,88.3,97.4,-,1229,0,0,.413,.444,.272,.347,.710,.729,1.05,-
1996-97,Chicago,1,"1

Chicago
CHI",82,103.1,92.3,-,1542,0,0,.473,.436,.373,.335,.747,.737,1.22,-
1996-97,Utah,1,"1

Utah
UTA",82,103.1,94.3,-,1576,0,0,.504,.438,.370,.352,.769,.750,1.36,-
1996-97,Phoenix,3,"3

Phoenix
PHX",82,102.8,102.2,-,1391,0,0,.469,.467,.369,.368,.761,.739,1.26,-
1996-97,Seattle,4,"4

Seattle
SEA",82,100.9,93.2,-,1714,0,0,.467,.441,.353,.373,.752,.741,1.29,-
1996-97,Boston,5,"5

Boston
BOS",82,100.6,107.9,-,1693,0,0,.440,.503,.351,.365,.750,.720,1.18,-
1996-97,Houston,5,"5

Houston
HOU",82,100.6,96.1,-,1361,0,0,.468,.443,.365,.335,.755,.729,1.27,-
1996-97,Philadelphia,7,"7

Philadelphia
PHI",82,100.2,106.7,-,1397,0,0,.438,.470,.319,.365,.725,.733,1.20,-
1996-97,Los Angeles,8,"8

Los Angeles
LAL",82,100.0,95.7,-,1540,0,0,.454,.441,.367,.347,.692,.718,1.23,-
1996-97,Golden State,9,"9

Golden State
GS",82,99.6,104.4,-,1430,0,0,.456,.475,.353,.373,.778,.750,1.24,-
1996-97,Washington,10,"10

Washington
WSH",82,99.4,97.7,-,1547,0,0,.480,.454,.331,.371,.707,.749,1.22,-
1996-97,Portland,11,"11

Portland
POR",82,99.0,94.8,-,1436,0,0,.464,.436,.358,.357,.713,.739,1.26,-
1996-97,Charlotte,12,"12

Charlotte
CHA",82,98.9,97.0,-,1378,0,0,.471,.460,.428,.357,.777,.730,1.28,-
1996-97,Denver,13,"13

Denver
DEN",82,97.8,104.1,-,1159,0,0,.439,.467,.372,.393,.761,.750,1.20,-
1996-97,New Jersey,14,"14

New Jersey
NJ",82,97.2,101.8,-,1440,0,0,.422,.464,.353,.372,.740,.745,1.12,-
1996-97,Los Angeles,14,"14

Los Angeles
LAC",82,97.2,99.5,-,1518,0,0,.446,.462,.354,.357,.731,.749,1.19,-
1996-97,Sacramento,16,"16

Sacramento
SAC",82,96.4,99.8,-,1356,0,0,.454,.462,.391,.352,.723,.737,1.20,-
1996-97,Minnesota,17,"17

Minnesota
MIN",82,96.1,97.6,-,1421,0,0,.456,.450,.339,.362,.751,.754,1.22,-
1996-97,Toronto,18,"18

Toronto
TOR",82,95.5,98.6,-,1465,0,0,.437,.465,.363,.348,.720,.724,1.18,-
1996-97,New York,19,"19

New York
NY",82,95.4,92.2,-,1431,0,0,.463,.425,.363,.350,.748,.733,1.26,-
1996-97,Indiana,19,"19

Indiana
IND",82,95.4,94.4,-,1366,0,0,.456,.440,.381,.347,.722,.753,1.25,-
1996-97,Milwaukee,21,"21

Milwaukee
MIL",82,95.3,97.2,-,1345,0,0,.471,.472,.352,.342,.741,.731,1.24,-
1996-97,Miami,22,"22

Miami
MIA",82,94.8,89.3,-,1523,0,0,.453,.432,.364,.362,.719,.731,1.25,-
1996-97,Atlanta,22,"22

Atlanta
ATL",82,94.8,89.4,-,1468,0,0,.446,.435,.359,.347,.763,.737,1.23,-
1996-97,Detroit,24,"24

Detroit
DET",82,94.2,88.9,-,1437,0,0,.464,.444,.388,.369,.745,.737,1.27,-
1996-97,Orlando,25,"25

Orlando
ORL",82,94.1,94.5,-,1474,0,0,.437,.460,.341,.343,.746,.732,1.19,-
1996-97,Dallas,26,"26

Dallas
DAL",82,90.6,97.0,-,1374,0,0,.436,.458,.327,.373,.717,.751,1.15,-
1996-97,San Antonio,27,"27

San Antonio
SA",82,90.5,98.3,-,1268,0,0,.442,.471,.320,.387,.719,.738,1.16,-
1996-97,Vancouver,28,"28

Vancouver
VAN",82,89.2,99.4,-,1277,0,0,.437,.472,.349,.365,.709,.727,1.13,-
1996-97,Cleveland,29,"29

Cleveland
CLE",82,87.5,85.6,-,1498,0,0,.453,.441,.376,.373,.723,.742,1.20,-
