Title,Company,High,Low,Price,Volume,Change,,% Change
SPNE,Seaspine Holdings,10.49,10.00,10.31,"25,590",-0.27,,2.56,
SPNS,Sapiens Intl Cp Nv,8.500,8.430,8.500,"6,632",0.110,,1.31,
SPOK,Spok Holdings Inc,15.30,15.10,15.20,"14,102",0.20,,1.33,
SPPI,Spectrum Pharma Inc,15.99,15.20,15.23,"111,141",-0.70,,4.39,
SPRO,Spero Therapeutics Inc,14.26,14.09,14.26,"6,302",-0.05,,0.31,
SPRT,Support.Com Inc,2.670,2.650,2.650,"1,336",-0.010,,0.38,
SPSC,Sps Commerce Inc,65.04,63.47,64.31,"1,832",-0.37,,0.57,
SPTN,Spartannash Company,18.18,17.76,17.84,"9,732",-0.21,,1.16,
SPWH,Sportsman's Wareh,4.700,4.520,4.590,"61,383",0.000,,0.00,
SPWR,Sunpower Corp,7.850,7.670,7.820,"193,923",0.160,,2.09,
SQBG,Sequential Brands,2.080,2.030,2.030,"3,697",0.010,,0.50,
SQLV,Legg Small-Cap Quality Value ETF,27.05,27.05,27.05,100,0.16,,0.60,
SQQQ,Ultrapro Short QQQ Proshares,18.17,17.71,17.98,"3,219,362",-0.35,,1.91,
SQZZ,Active Alts Contrarian ETF,24.03,24.03,24.03,100,-1.27,,5.02,
SRAX,Social Reality Inc,4.240,4.080,4.190,"11,153",0.130,,3.20,
SRCE,1st Source Corp,52.11,51.01,51.44,"8,881",-0.07,,0.14,
SRCL,Stericycle Inc,58.68,58.13,58.26,"59,286",-0.05,,0.09,
SRCLP,Stericycle Inc Deps,45.09,44.51,45.08,"7,100",0.25,,0.56,
SRDX,Surmodics Inc,37.55,36.76,36.95,"2,565",-0.55,,1.47,
SRET,G-X Super Dividend REIT ETF,14.31,14.27,14.27,957,-0.01,,0.07,
SREV,Servicesrce Intl Inc,3.850,3.730,3.740,"42,467",-0.010,,0.27,
SRNE,Sorrento Therpt,5.650,5.110,5.150,"714,040",-0.350,,6.36,
SRPT,Sarepta Therapeutics,74.82,73.63,73.80,"34,921",-0.15,,0.20,
SRRA,Sierra Oncology Inc,2.180,2.130,2.130,"10,086",-0.020,,0.93,
SRTS,Sensus Healthcare Inc,5.800,5.750,5.750,400,-0.060,,1.03,
SRTSW,Sensus Healthcare Inc WT,0.6000,0.6000,0.6000,500,0.0800,,15.38,
SSB,South State Cp,86.40,85.45,85.80,"8,014",0.05,,0.06,
SSBI,Summit State Bank,13.55,13.55,13.55,300,0.05,,0.37,
SSC,Seven Stars Cloud Group Inc,2.970,2.810,2.890,"293,673",0.130,,4.71,
SSFN,Stewardship,11.55,11.55,11.55,"1,100",0.00,,0.00,
SSKN,Strata Skin Scien,1.250,1.190,1.240,"4,888",-0.010,,0.80,
SSLJ,Sslj.Com Limited Class A,5.420,5.350,5.400,"2,500",0.080,,1.50,
SSNC,SS&C; Technologies,49.15,47.90,47.97,"425,764",-1.01,,2.06,
SSNT,Silversun Technologies Inc Cl A,3.700,3.510,3.700,500,-0.060,,1.60,
SSRM,Silver Standard Resources Inc,9.530,9.400,9.480,"65,203",-0.050,,0.52,
SSTI,Shotspotter Inc,33.00,32.63,32.94,"25,554",0.55,,1.70,
SSYS,Stratasys Ltd,19.86,19.60,19.72,"31,481",0.10,,0.51,
STAA,Staar Surgical Co,15.05,14.80,14.90,"19,188",0.05,,0.34,
STAF,Staffing 360 Solutions Inc.,1.960,1.714,1.714,604,-0.256,,12.99,
STB,Student Trnspt Inc,7.500,7.480,7.480,"57,805",-0.020,,0.27,
STBA,S&T; Bancorp Inc,41.04,40.35,40.78,"11,411",0.24,,0.59,
STBZ,State Bank Finl Corp,30.39,30.11,30.24,"4,446",0.11,,0.37,
STCN,Steel Connect Inc.,1.990,1.950,1.950,"1,980",-0.050,,2.50,
STDY,Steadymed Ltd Ord Sh,2.950,2.850,2.850,"6,800",-0.150,,5.00,
STFC,State Auto Finl Corp,28.72,28.18,28.18,967,-0.37,,1.30,
STKL,Sunopta Inc,7.150,7.100,7.130,"1,936",0.030,,0.42,
STKS,The One Group,2.775,2.620,2.680,"6,400",0.030,,1.13,
STLD,Steel Dynamics Inc,45.48,44.71,45.48,"184,476",1.04,,2.34,
STLR,Stellar Acquisition III Inc,10.36,10.31,10.36,"11,400",0.01,,0.10,
STLRU,Stellar Acquisition III Inc,10.85,10.85,10.85,100,0.05,,0.46,
STLRW,Stellar Acquisition III Inc Warrants,0.5300,0.5000,0.5200,"22,900",0.0100,,1.96,
STLY,Stanley Furniture,0.6500,0.5800,0.6500,"228,300",0.0700,,12.07,
STML,Stemline Therapeutic,16.00,15.21,15.21,"32,133",-0.34,,2.19,
STMP,Stamps.Com Inc,212.9,209.7,209.8,"41,675",1.0,,0.46,
STNL,Sentinel Energy Services Inc. Class A,9.730,9.720,9.730,"2,900",0.110,,1.14,
STNLU,Sentinel Energy Services Inc,9.990,9.990,9.990,500,0.080,,0.81,
STNLW,Sentinel Energy Services Inc. Warrant,0.9500,0.9500,0.9500,100,0.0000,,0.00,
STPP,Ipath US Treas Steepener ETN,30.92,30.92,30.92,100,-0.38,,1.21,
STRA,Strayer Education,102.1,100.6,101.6,"2,355",0.3,,0.26,
STRL,Sterling Constructio,11.65,11.45,11.58,"7,499",0.09,,0.78,
STRM,Streamline Health So,1.710,1.630,1.690,"38,700",0.000,,0.00,
STRS,Stratus Pptys Inc,30.20,30.00,30.00,"1,322",-0.30,,0.99,
STRT,Strattec Security,38.54,35.79,36.45,"8,400",-1.25,,3.32,
STX,Seagate Tech Ord Shs,59.57,58.57,58.64,"322,392",-0.29,,0.49,
SUMR,Summer Infant Inc,1.150,1.140,1.150,"1,203",-0.010,,0.86,
SUNS,Solar Senior Capital,17.15,17.00,17.00,"4,663",-0.04,,0.23,
SUNW,Sunworks Inc,1.0000,0.9500,0.9500,"4,348",-0.0300,,3.06,
SUPN,Supernus Pharm,45.80,45.10,45.20,"37,474",-0.30,,0.66,
SUSB,Ishares Trust Ishares ESG 1-5 Year USD,24.61,24.58,24.58,"13,500",0.00,,0.00,
SUSC,Ishares Trust Ishares ESG USD Corporate,24.53,24.53,24.53,101,-0.05,,0.18,
SVA,Sinovac Biotech Ltd,8.310,8.240,8.240,878,-0.050,,0.60,
SVBI,Severn Bancorp Inc,7.250,7.200,7.250,"1,800",0.050,,0.69,
SVRA,Savara Inc,9.180,8.890,9.160,"12,125",0.290,,3.27,
SVVC,Firsthand Technology,11.00,10.78,10.85,"2,366",0.08,,0.74,
SWIN,Alps ETF Trust Alps/Dorsey Wright Sector,29.89,29.89,29.89,134,0.83,,2.86,
SWIR,Sierra Wireless In,16.65,16.33,16.45,"18,480",0.10,,0.61,
SWKS,Skyworks Solutions,100.84,99.58,99.83,"257,527",0.20,,0.20,
SYBT,Stock Yards Bancorp,36.25,35.50,35.95,"1,510",-0.15,,0.42,
SYBX,Synlogic Inc,9.400,9.350,9.350,"1,649",0.010,,0.11,
SYKE,Sykes Enterprises,28.95,28.30,28.70,"7,610",0.10,,0.35,
SYMC,Symantec Corp,26.50,26.01,26.14,"453,412",0.04,,0.15,
SYNA,Synaptics Inc,46.09,44.90,45.12,"44,147",-0.15,,0.33,
SYNC,Synacor Inc,1.550,1.500,1.500,"10,929",-0.050,,3.23,
SYNH,Syneos Health Inc.,37.15,36.00,36.95,"56,618",0.15,,0.41,
SYNL,Synalloy Cp,14.45,14.00,14.45,950,0.80,,5.86,
SYNT,Syntel Inc,25.78,25.51,25.76,"12,459",0.38,,1.50,
SYPR,Sypris Solutions,1.618,1.590,1.618,"2,350",0.028,,1.76,
SYRS,Syros Pharmaceuticals,12.73,12.26,12.62,"9,742",0.09,,0.72,
TA,Travelcenters of America Llc,3.550,3.400,3.450,"31,456",0.000,,0.00,
TACO,Del Taco Rest,10.79,10.54,10.70,"20,704",0.03,,0.28,
TACOW,Del Taco Rest Wts,2.190,2.190,2.190,196,-0.110,,4.78,
TACT,Transact Tech Inc,13.40,12.95,13.10,"16,013",0.15,,1.16,
TAIT,Taitron Components,1.420,1.415,1.415,"1,977",0.055,,4.04,
TANH,Tantech Holdings,2.970,2.880,2.960,"103,635",0.090,,3.14,
TANNI,Travelcenters of America Llc,24.69,24.65,24.69,236,0.03,,0.12,
TANNL,Travelcenters of America Llc,24.75,24.64,24.75,"2,104",0.03,,0.12,
TANNZ,Travelcenters of America Llc,24.10,24.10,24.10,"1,700",-0.07,,0.29,
TAPR,Barclays Inverse US Treasury Aggt ETN,26.00,25.17,26.00,300,1.04,,4.17,
TAST,Carrols Rstrnt Group,11.40,11.20,11.27,"10,199",-0.08,,0.70,
TATT,T A T Tech Ltd,8.700,8.520,8.700,700,-0.300,,3.33,
TAX,Liberty Tax Cl A,10.50,10.40,10.43,"5,537",0.08,,0.77,
TAYD,Taylor Devices Inc,10.72,10.34,10.72,"1,600",0.27,,2.58,
TBBK,The Bancorp Inc,10.75,10.53,10.59,"15,824",-0.03,,0.28,
TBK,Triumph Bancorp,41.35,39.50,41.27,"19,642",-0.42,,1.01,
TBNK,Territorial Bancorp,29.89,29.51,29.51,"3,893",-0.25,,0.84,
TBPH,Theravance Bio Ord,24.90,24.23,24.45,"13,862",-0.08,,0.34,
TCBI,Texas Capital Bncsh,93.75,92.60,93.10,"50,644",0.10,,0.11,
TCBIL,Texas Cap 6.5 Sr NTS,25.67,25.65,25.65,"1,300",0.02,,0.08,
TCBIP,Texas Capital,25.37,25.36,25.37,"1,626",-0.03,,0.12,
TCBIW,Texas Capital Bancshares Inc. Warrant,77.00,77.00,77.00,100,1.71,,2.27,
TCBK,Trico Bancshares,38.14,37.36,37.37,"11,975",-0.11,,0.29,
TCCO,Technical Commctn Cp,5.650,5.330,5.500,"7,106",0.150,,2.80,
TCFC,The Community Fin Cp,37.20,37.03,37.20,"1,660",0.20,,0.54,
TCGP,The Carlyle Group LP,23.82,23.70,23.82,"6,681",0.06,,0.25,
TCMD,Tactile Systems Technology Inc,31.85,31.40,31.85,"5,843",0.17,,0.54,
TCON,Tracon Pharma,2.902,2.700,2.849,"45,236",-0.001,,0.04,
TCPC,TCP Capital Corp,14.24,14.17,14.18,"12,397",-0.01,,0.07,
TCRD,THL Credit Inc,7.840,7.790,7.830,"8,406",0.040,,0.51,
TCX,Tucows Inc Cl A,56.65,56.40,56.40,"1,880",-0.10,,0.18,
TDIV,Nasdaq Technology Dividend Index Fund FT,35.86,35.67,35.73,"3,578",0.11,,0.31,
TEAM,Atlassian Cls A Ord,57.34,55.95,56.02,"133,246",-0.09,,0.16,
TECD,Tech Data Cp,80.38,79.29,79.29,"47,840",-0.15,,0.19,
TECH,Bio-Techne Cp,148.2,142.7,146.9,"6,201",-0.3,,0.19,
TEDU,Tarena Intl ADR,11.71,11.31,11.44,"26,463",-0.10,,0.87,
TELL,Tellurian Inc New,8.600,7.910,8.460,"416,362",0.640,,8.18,
TENX,Tenax Therapeutics,8.250,7.500,8.120,"181,657",0.330,,4.24,
TERP,Terraform Power Inc,11.25,11.11,11.20,"62,301",0.18,,1.63,
TESS,Tessco Tech Inc,22.50,21.50,21.95,"15,665",0.20,,0.92,
TFSL,Tfs Financial Corp,14.98,14.82,14.98,"7,803",0.05,,0.33,
TGA,Transglobe Energy Cp,1.330,1.300,1.300,"11,019",-0.020,,1.52,
TGEN,Tecogen Inc,3.110,3.100,3.110,"6,252",0.020,,0.65,
TGLS,Tecnoglass Inc,9.430,9.200,9.200,"2,658",0.000,,0.00,
TGTX,Tg Therapeuticscmn,14.40,14.00,14.00,"631,800",-0.15,,1.06,
THFF,First Finl Corp [In],44.00,43.30,43.60,"1,875",0.00,,0.00,
THRM,Gentherm Inc,35.30,34.60,35.30,"8,043",0.40,,1.15,
THST,Truett Hurst Cl A Co,1.890,1.850,1.860,"1,700",0.020,,1.09,
TIBRU,Tiberius Acquisition Corporation Units,10.08,10.05,10.08,300,0.00,,0.00,
TICC,Ticc Capital Corp,6.200,6.020,6.160,"231,600",0.120,,1.99,
TICCL,Ticc Capital Corp 6.50% Notes Due 2024,25.55,25.45,25.45,"1,500",-0.04,,0.16,
TIG,Tigenix Nv,43.36,42.32,43.12,"3,800",0.12,,0.28,
TIL,Till Cap Res Vt Shrs,4.020,3.970,3.970,400,-0.030,,0.75,
TILE,Interface Inc,25.45,25.20,25.27,"59,676",0.02,,0.08,
TIPT,Tiptree Fncl Cl A,6.450,6.250,6.250,"10,242",-0.100,,1.57,
TISA,Top Image Systems,1.0000,0.9900,0.9900,"3,800",0.0100,,1.02,
TITN,Titan Machinery Inc,22.33,21.72,21.80,"18,859",-0.13,,0.59,
TIVO,Tivo Corp,14.05,13.82,13.87,"72,066",0.07,,0.51,
TLF,Tandy Leather Fctry,7.290,7.200,7.200,"1,500",-0.100,,1.37,
TLGT,Teligent,3.270,3.070,3.190,"48,815",-0.030,,0.93,
TLND,Talend S.A.,46.55,45.54,46.33,"25,198",0.30,,0.65,
TLT,20 Year Bond Ishares,120.3,120.0,120.0,"743,481",-0.7,,0.54,
TMSR,Tmsr Holding Company Ltd.,8.370,8.370,8.370,100,-0.630,,7.00,
TMSRW,Tmsr Holding Company Ltd. Wt.,0.4400,0.4400,0.4400,100,0.0250,,6.02,
TMUS,T-Mobile US,60.44,59.50,60.24,"417,195",0.49,,0.82,
TNAV,Telenav Inc,5.250,5.150,5.200,"3,154",-0.050,,0.95,
TNDM,Tandem Diabetes Care,5.430,5.300,5.340,"221,861",-0.060,,1.11,
TNTR,Tintri Inc,1.840,1.800,1.810,"67,940",0.010,,0.56,
TNXP,Tonix Pharm Hldg,3.000,2.920,2.970,"3,915",0.070,,2.41,
TOCA,Tocagen Inc,11.50,11.20,11.20,"7,686",-0.23,,2.01,
TOPS,Top Ships Inc,1.830,1.730,1.770,"336,143",-0.020,,1.12,
TORC,Restorbio Inc.,9.550,8.850,8.850,"9,925",0.060,,0.68,
TOUR,Tuniu Corporatio Ads,6.410,6.320,6.340,"56,429",-0.020,,0.31,
TOWN,Towne Bank,29.00,28.75,28.90,"27,413",0.05,,0.17,
TPIC,Tpi Composites Inc,22.92,22.79,22.87,"5,885",0.12,,0.53,
TPIV,Tapimmune Inc,3.630,3.550,3.620,"2,206",0.010,,0.28,
TQQQ,Ultrapro QQQ Proshares,146.8,143.3,144.8,"1,908,640",2.9,,2.03,
TRCB,Two River Bncrp,17.88,17.88,17.88,289,0.12,,0.68,
TRCH,Torchlight Energy,1.330,1.310,1.320,"8,740",0.000,,0.00,
TREE,Lendingtree Inc,330.8,325.1,327.1,"15,539",-0.8,,0.24,
TRHC,Tabula Rasa Healthcare Inc,37.35,36.19,36.70,"16,711",0.27,,0.74,
TRIB,Trinity Bio ADR,4.920,4.860,4.920,"3,504",-0.050,,1.01,
TRIL,Trillium Therapeutic,7.200,6.950,6.950,"2,925",-0.150,,2.11,
TRIP,Tripadvisor Inc,41.88,41.41,41.54,"119,207",0.12,,0.29,
TRMB,Trimble Navigation,35.63,35.23,35.49,"652,716",0.20,,0.57,
TRMD,Torm Plc Class A,7.200,7.090,7.100,"5,500",-0.350,,4.70,
TRMK,Trustmark Corp,31.20,30.94,31.03,"13,195",0.01,,0.03,
TRMT,Tremont Mortgage Trust Common Shares of,13.03,12.81,12.97,"5,700",0.05,,0.39,
TRNC,Tronc Inc,16.88,16.46,16.50,"4,650",-0.08,,0.48,
TRNS,Transcat Inc,15.45,15.04,15.45,"2,300",0.00,,0.00,
TROV,Trovagene Inc,0.3600,0.3415,0.3415,"393,984",0.0015,,0.44,
TROW,T Rowe Price Group,108.9,106.9,107.6,"175,054",0.1,,0.07,
TRPX,Therapix Biosciences Ltd,5.556,5.420,5.556,"2,663",0.206,,3.84,
TRS,Trimas Corp,28.25,27.48,28.20,"63,585",0.40,,1.44,
TRST,Trustco Bank Corp NY,8.650,8.450,8.650,"55,204",0.050,,0.58,
TRUE,Truecar Inc,9.640,9.390,9.410,"91,908",-0.110,,1.16,
TRUP,Trupanion Inc,28.22,27.50,27.93,"36,790",0.06,,0.22,
TRVG,Trivago Nv,6.570,6.360,6.400,"620,060",-0.100,,1.54,
TRVN,Trevena Inc,1.650,1.580,1.580,"105,288",-0.020,,1.25,
TSBK,Timberland Bancorp,30.25,30.10,30.20,"2,347",0.10,,0.33,
TSC,Tristate Capital Hld,23.55,23.45,23.45,"2,370",0.05,,0.21,
TSCAP,Tristate Capital Holdings Inc Dep Shs,25.90,25.81,25.90,"12,600",0.00,,0.00,
TSCO,Tractor Supply Co,62.28,61.00,61.23,"498,571",-0.65,,1.05,
TSEM,Tower Semiconductor,27.45,27.08,27.34,"64,861",0.21,,0.77,
TSG,The Stars Group Inc,27.10,26.75,26.95,"23,474",0.15,,0.56,
TSLA,Tesla Inc,295.3,288.2,294.5,"3,738,615",7.5,,2.62,
TSRI,T S R Inc,6.250,6.250,6.250,100,0.000,,0.00,
TSRO,Tesaro Inc,57.97,56.60,57.14,"63,524",-0.05,,0.09,
TST,Thestreet Inc,1.750,1.700,1.750,"30,480",0.050,,2.94,
TTD,Trade Desk Inc,50.42,48.90,49.86,"285,346",1.96,,4.09,
TTEC,Teletech Hldgs,30.90,30.55,30.70,"3,200",-0.05,,0.16,
TTEK,Tetra Tech Inc,50.00,49.60,49.72,"7,958",0.12,,0.24,
TTGT,Techtarget Inc,20.05,19.50,19.93,"41,953",0.45,,2.31,
TTMI,TTM Technologies I,15.49,15.33,15.41,"36,312",0.04,,0.26,
TTNP,Titan Pharma,1.050,1.040,1.040,"1,448",0.010,,0.97,
TTOO,T2 Biosystems CS,6.980,6.790,6.830,"10,895",-0.060,,0.87,
TTPH,Tetraphase Pharmaceu,3.200,3.060,3.090,"64,793",-0.080,,2.52,
TTS,Tile Shop Hldgs,6.050,5.900,5.950,"46,815",0.000,,0.00,
TTWO,Take-Two Interacti,100.59,97.97,98.79,"548,974",1.83,,1.89,
TUES,Tuesday Morning Co,3.900,3.850,3.875,"6,640",-0.025,,0.64,
TUR,Turkey Index MSCI Ishares,41.47,41.31,41.40,"44,972",-0.42,,1.00,
TURN,180 Degree Capital Corp,1.850,1.840,1.850,"2,495",0.010,,0.54,
TUSA,Total US Market Alphadex ETF FT,33.16,32.73,33.16,864,0.72,,2.21,
TUSK,Mammoth Energy Services Inc,35.45,34.34,35.15,"61,826",0.62,,1.80,
TVIX,VS 2X VIX Short Term,9.960,9.660,9.780,"5,594,182",-0.180,,1.81,
TVIZ,VS 2X VIX Mid Term,13.36,13.16,13.32,"3,725",0.04,,0.30,
TVTY,Tivity Health,40.25,39.65,39.90,"56,078",0.25,,0.63,
TWIN,Twin Disc Inc,22.62,22.11,22.11,509,-0.41,,1.82,
TWMC,Trans World Entert,1.300,1.250,1.300,"54,900",0.050,,4.00,
TWNK,Hostess Brands Inc,14.91,14.70,14.86,"56,491",0.11,,0.75,
TWNKW,Gores Holdings Warr,2.340,2.170,2.340,"23,400",0.250,,11.96,
TWOU,2U Inc,82.38,81.17,82.17,"62,376",0.41,,0.50,
TXMD,Therapeuticsmd Inc,5.190,5.030,5.100,"204,569",-0.040,,0.78,
TXN,Texas Instruments,104.0,102.3,102.5,"757,325",-1.7,,1.63,
TXRH,Texas Roadhouse Inc,60.20,59.44,59.91,"90,936",0.30,,0.50,
TYHT,Shineco Inc,1.640,1.550,1.600,"3,941",-0.020,,1.23,
TYME,Tyme Technologies,2.250,2.070,2.080,"5,942",-0.100,,4.59,
TYPE,Monotype Imag. Hold.,22.95,22.48,22.60,"19,347",0.20,,0.89,
TZOO,Travelzoo Inc,7.050,7.050,7.050,178,0.100,,1.44,
UAE,Ishares UAE Capped ETF,16.77,16.77,16.77,"1,022",-0.08,,0.45,
UBCP,United Bncp Inc,12.75,12.75,12.75,309,0.15,,1.19,
UBFO,United Security Bcsh,10.80,10.80,10.80,334,-0.05,,0.46,
UBIO,Ultrapro Biotechnology Proshares,31.14,30.28,30.40,"27,894",-0.42,,1.36,
UBNK,United Fin Bncp New,16.55,16.01,16.45,"11,409",-0.07,,0.42,
UBNT,Ubiquiti Networks I,71.77,70.80,71.35,"11,952",0.99,,1.41,
UBOH,United Bancshares,21.55,21.40,21.40,"1,000",-0.60,,2.73,
UBSH,Union Bankshares Cp,36.77,36.35,36.56,"26,865",-0.01,,0.03,
UBSI,United Bkshs Inc,35.30,34.92,35.20,"57,141",0.05,,0.14,
UCBA,United Community Ban,25.55,25.20,25.50,"37,900",0.15,,0.59,
UCBI,United Comm Banks,32.07,31.63,31.82,"19,724",0.05,,0.16,
UCFC,United Community Fnl,10.09,10.04,10.04,"5,375",0.00,,0.00,
UCTT,Ultra Clean Holdings,18.64,18.35,18.47,"186,094",0.11,,0.60,
UDBI,Legg US Diversified Core ETF,30.86,30.86,30.86,500,0.40,,1.31,
UEIC,Universal Elect In,52.05,50.50,52.05,"14,114",1.65,,3.27,
UEPS,Net 1 Ueps Techs Inc,9.710,9.620,9.670,"13,483",0.060,,0.62,
UFCS,United Fire Group I,48.00,47.78,47.83,"3,415",0.13,,0.27,
UFPI,Universal Forest Prd,33.45,32.81,33.36,"23,163",0.51,,1.55,
UFPT,U F P Tech Inc,31.00,30.90,30.90,516,-0.70,,2.22,
UG,United Guardian Inc,18.00,17.75,17.75,600,0.05,,0.28,
UGLD,VS 3X Gold,11.47,11.29,11.38,"361,993",-0.19,,1.64,
UHAL,A M E R C O,351.8,347.5,349.2,"3,711",-0.2,,0.05,
UIHC,United Insurance Hld,18.86,18.65,18.66,"3,678",-0.06,,0.32,
ULBI,Ultralife Corp,9.950,9.750,9.750,"3,447",-0.200,,2.01,
ULH,Universal Logis Hldg,21.35,21.20,21.20,"1,754",0.05,,0.24,
ULTA,Ulta Salon Cosmetic,208.3,206.1,207.0,"74,766",0.7,,0.32,
ULTI,Ultimate Software,245.5,240.5,244.2,"15,683",1.0,,0.40,
UMBF,Ump Financial Corp,73.49,72.66,72.90,"9,407",0.16,,0.22,
UMPQ,Umpqua Holdings Corp,21.94,21.62,21.77,"117,615",0.08,,0.37,
UMRX,Unum Therapeutics Inc.,10.97,10.57,10.63,"4,970",-0.12,,1.12,
UNAM,Unico American Cp,8.150,8.050,8.120,"1,000",0.070,,0.87,
UNB,Union Bankshares Inc,51.40,50.70,51.40,"6,600",0.55,,1.08,
UNFI,United Nat Foods I,43.73,43.08,43.31,"15,431",-0.21,,0.48,
UNIT,Uniti Group Inc,16.28,16.09,16.24,"109,400",0.08,,0.50,
UNTY,Unity Bancorp Inc,22.35,22.25,22.25,540,0.10,,0.45,
UONE,Urban One Inc,1.705,1.705,1.705,500,-0.045,,2.57,
UONEK,Urban One Inc,1.950,1.850,1.950,"9,200",0.000,,0.00,
UPL,Ultra Petroleum Corp,3.880,3.760,3.810,"188,863",0.040,,1.06,
UPLD,Upland Software Inc,28.85,28.51,28.64,"4,867",0.10,,0.35,
URBN,Urban Outfitters Inc,38.42,37.20,37.72,"992,962",0.66,,1.78,
URGN,Urogen Pharma Ltd Ordinary Shares,65.89,60.99,60.99,"34,051",-2.24,,3.54,
USAK,U S A Truck Inc,25.30,24.73,24.91,"5,183",-0.11,,0.44,
USAP,Universal Stainles,28.09,27.98,27.98,933,-0.30,,1.06,
USAT,USA Technologies Inc,8.700,8.650,8.650,"8,910",-0.050,,0.57,
USATP,USA Technologies Pfd,23.20,23.20,23.20,200,-0.17,,0.73,
USAU,U.S. Gold Corp,1.490,1.400,1.410,"27,504",-0.010,,0.70,
USCR,U S Concrete Inc,60.71,59.95,60.40,"68,116",0.40,,0.67,
USEG,U S Energy Corp,1.130,1.130,1.130,298,0.000,,0.00,
USLB,Russell 1000 Low Beta Equal Weight PS,30.15,30.14,30.15,"3,500",0.07,,0.22,
USLM,U S Lime & Mineral,71.49,71.49,71.49,180,-1.58,,2.16,
USLV,VS 3X Silver,9.950,9.610,9.880,"925,237",0.060,,0.61,
USMC,Principal U.S. Mega-Cap Multi-Factor,25.59,25.54,25.59,678,0.17,,0.67,
USOI,Credit Suisse Ag Credit Suisse X-Links,27.54,27.54,27.54,100,-0.18,,0.65,
UTHR,United Therapeutic,118.9,116.3,117.4,"106,458",1.1,,0.94,
UTMD,Utah Medical Prod,98.30,97.10,98.10,"1,998",0.40,,0.41,
UTSI,Utstarcom Holdings C,4.900,4.870,4.900,"5,010",0.050,,1.03,
UVSP,Univest Corp of Penn,28.05,27.60,27.80,"6,755",-0.10,,0.36,
VALU,Value Line Inc,17.91,17.88,17.88,"1,900",0.01,,0.06,
VALX,Validea Market Legends ETF,29.08,29.07,29.07,300,0.23,,0.80,
VBFC,Village Bank & Trust,32.30,31.75,32.30,"4,800",-0.06,,0.19,
VBIV,Vbi Vaccines Inc CS,3.650,3.510,3.510,"11,466",-0.120,,3.31,
VBLT,Vascular Biogen. Ord,2.150,2.050,2.080,"63,023",-0.070,,3.26,
VBTX,Veritex Holdings,27.81,27.51,27.58,"6,384",0.08,,0.29,
VC,Visteon Corp,114.2,109.9,113.6,"14,568",0.8,,0.68,
VCEL,Vericel Corproation,11.60,10.90,11.10,"251,128",-0.05,,0.45,
VCIT,Interm Corp Bond Vanguard,84.37,84.32,84.32,"169,315",-0.06,,0.07,
VCLT,Long-Term Corp Bond Vanguard,90.48,90.29,90.29,"22,356",-0.25,,0.28,
VCSH,Sht-Term Corp Bond Vanguard,78.30,78.25,78.27,"110,801",-0.05,,0.06,
VCTR,Victory Capital Holdings Inc. Class A,11.53,10.85,11.25,"8,998",0.05,,0.45,
VCYT,Veracyte Inc,5.880,5.730,5.740,"5,066",-0.080,,1.37,
VDSI,Vasco Data Security,12.95,12.81,12.85,"7,769",0.10,,0.78,
VDTH,Videocon D2H Ltd Ads,7.920,7.750,7.750,"1,700",-0.170,,2.15,
VEAC,Vantage Energy Acquisition Corp Class A,9.800,9.780,9.790,"36,700",0.010,,0.10,
VEACU,Vantage Energy Acquisition Corp Unit,10.27,10.23,10.27,"2,100",0.00,,0.00,
VEACW,Vantage Energy Acquisition Corp Wt.,1.450,1.450,1.450,700,0.060,,4.32,
VECO,Veeco Instrument,17.05,16.45,16.95,"16,451",0.20,,1.19,
VEON,Veon Ltd,2.710,2.680,2.680,"1,211,301",-0.010,,0.37,
VERI,Veritone Inc,15.24,13.98,15.24,"157,540",2.08,,15.78,
VERU,Veru Inc,1.800,1.770,1.770,"1,815",-0.030,,1.67,
VGIT,Interm Govt Bond Vanguard,62.72,62.68,62.68,"8,839",-0.08,,0.13,
VGLT,Long-Term Govt Bond Vanguard,73.96,73.85,73.85,"6,488",-0.39,,0.53,
VGSH,Sht-Term Govt Bond Vanguard,59.97,59.92,59.94,"24,781",-0.03,,0.05,
VIA,Viacom Inc Cl A,35.80,35.55,35.65,"2,021",-0.10,,0.28,
VIAB,Viacom Inc Cl B,30.69,30.32,30.38,"254,380",-0.19,,0.62,
VIAV,Viavi Solutions,9.770,9.640,9.660,"69,492",0.000,,0.00,
VICL,Vical Incorporated,1.460,1.440,1.440,"11,019",0.010,,0.70,
VICR,Vicor Cp,29.25,28.75,29.10,"16,100",0.10,,0.34,
VIGI,Intl Div Appreciation ETF Vanguard,65.00,64.83,65.00,"5,688",0.59,,0.92,
VIIX,VS VIX Short Term,20.52,20.30,20.41,"7,252",-0.17,,0.83,
VIIZ,VS VIX Mid Term,7.700,7.700,7.700,"1,038",-0.180,,2.28,
VIRC,Virco MFG Cp,4.300,4.250,4.300,489,0.000,,0.00,
VIRT,Virtu Financial Cm A,35.55,34.60,35.42,"130,978",1.27,,3.72,
VIVE,Viveve Medical,3.350,3.270,3.300,"32,700",-0.010,,0.30,
VIVO,Meridian Bioscience,14.40,14.00,14.30,"50,308",-0.10,,0.69,
VKTX,Viking Thera,4.680,4.450,4.520,"107,697",-0.010,,0.22,
VKTXW,Viking Theraptcs Wts,3.140,3.000,3.000,"4,930",-0.250,,7.69,
